"gene_accession_id","analysis_id","gene_symbol","mouse_strain","mouse_life_stage","parameter_id","parameter_name","pvalue"
"1920500","rg4r2zf9es88u97","Ceacam5","C57BL","Early adult","IMPC_ABR_012_001","30khz-evoked abr threshold","0.8957825"
"1924136","rg504582oqml9a2","Fam81a","C57BL","Early adult","IMPC_HEM_001_001","white blood cell count","0.1653925"
"1914296","rg7dln372q97e55","Tbc1d7","C57BL","Early adult","IMPC_DXA_003_001","lean mass","0.9716439"
"1917377","rg7z5bn2skr3270","Dpf3","C57BL","Early adult","IMPC_LDT_007_001","percent time in dark","0.4024388"
"95748","rgc2r8oj801daoy","Glra2","C57BL","Early adult","ESLIM_008_001_003","defecation","0.08541144"
"1917678","rgkj2rz3yd1k4w3","Polr3b","C57BL","Early adult","IMPC_HEM_002_001","red blood cell count","0.1153605"
"2442632","rgkpd3iy9281m78","Cacna2d4","C57BL","Early adult","IMPC_CBC_004_001","urea (blood urea nitrogen - bun)","0.8941873"
"1202715","rgmi1a245a3seh9","Tcf21","C57BL","Early adult","IMPC_HEM_029_001","neutrophil differential count","0.3403243"
"1891214","rgw7hx64lu47n94","Lhfpl1","C57BL","Early adult","IMPC_EYE_014_001","pupil light response","0.2991216"
"1915513","rgy5u7915n8ktz0","Pdhb","C57BL","E9.5","M-G-P_008_001_013","startle response","0.5664559"
"1927657","rh0wqun1w7rd2e1","Ms4a8a","C57BL","Early adult","IMPC_CBC_006_001","total protein","0.3822459"
"1913346","rh22g3yx63a1wx1","Lamtor4","C57BL","Early adult","CCP_XRY_011_001","fusion of ribs","0.3340358"
"95707","rh557btds9zl2cq","Gh","C57BL","Early adult","IMPC_OFD_019_001","number of center entries","0.5260009"
"1913743","rh649kq2q5gezjt","Mrpl51","C57BL","E9.5","IMPC_EYE_067_001","left anterior chamber depth","0.6941881"
"1345633","rh8p8832ao43l83","Mars1","C57BL","Early adult","IMPC_CSD_039_001","limb grasp","0.1940713"
"1927594","rhedke06v8262l6","Itm2c","C57BL","Early adult","IMPC_HEM_003_001","hemoglobin","0.6797998"
"1915513","rhegdq1752u272g","Pdhb","C57BL","Early adult","JAXLA_CSD_077_001","contact righting","0.9751881"
"1921116","rhkgly3ofr6j1h8","Pabir3","C57BL","Early adult","IMPC_DXA_008_001","lean/body weight","0.1539729"
"108424","rhr1mt416j68754","Irag2","C57BL","Early adult","IMPC_EYE_026_001","retinal blood vessels pattern","0.06013212"
"2447762","ri016rc7kalkw85","Yeats2","C57BL","Middle aged adult","IMPC_IPG_012_001","area under glucose response curve","0.8082414"
"1919173","ri2kz3p33r70oo8","Borcs6","C57BL","E9.5","IMPC_OFD_012_001","periphery permanence time","0.8541199"
"109242","ri39qgb5922299j","Spin1","C57BL","E9.5","MGP_CSD_023_001","dorsal coat/hair appearance","0.2693867"
"94903","rid52490o2q1dcg","Dlx3","C57BL","Early adult","IMPC_HEM_006_001","mean corpuscular hemoglobin","0.7341162"
"1298386","rig7h97677yx08v","Tpd52l1","C57BL","Early adult","IMPC_EYE_068_001","left total retinal thickness","0.05018213"
"109242","rioh5q0p0u31x4q","Spin1","C57BL","E12.5","IMPC_EYE_023_001","optic disc","0.9233745"
"2158468","riq3b7dm8sw21r9","Ms4a3","C57BL","Early adult","IMPC_DXA_008_001","lean/body weight","0.2407847"
"1345633","ris9un489245y7n","Mars1","C57BL","Early adult","IMPC_GEL_011_001","embryo turning","0.1503319"
"99178","rj495459994fpc4","Zfp30","C57BL","Early adult","IMPC_CSD_080_001","head bobbing","0.7693334"
"1100867","rj61y131073oza6","Asic2","C57BL","Early adult","IMPC_GEL_029_001","midbrain","0.4094952"
"97749","rj6k85y9v29m843","Ppia","C57BL","Early adult","IMPC_CSD_037_001","unexpected behaviors","0.253804"
"1196455","rj6z5x0587tj360","Ccdc97","C57BL","Early adult","IMPC_CBC_011_001","iron","0.7431271"
"1933946","rj8ff72mzy7b2we","Ptov1","C57BL","Early adult","IMPC_HWT_008_001","heart weight","0.06039855"
"1933388","rjb1qm2hya46995","Bicc1","C57BL","Early adult","ESLIM_008_001_013","startle response","0.1467745"
"1915513","rjcz74p2u0qv6vd","Pdhb","C57BL","E12.5","IMPC_DXA_002_001","fat mass","0.8008931"
"1933946","rjj008c0y9rjh44","Ptov1","C57BL","Early adult","IMPC_OFD_019_001","number of center entries","0.7784967"
"1929865","rjj60432i186i4l","Nampt","C57BL","E9.5","CCP_XRY_001_001","skull shape","0.3098956"
"2685720","rjo2bf7q0rtm9i1","Acss3","C57BL","Early adult","IMPC_ACS_035_001","% pre-pulse inhibition - ppi3","0.1793387"
"98386","rjpa732pk050371","Sptan1","C57BL","E9.5","IMPC_GEL_057_001","heart looping","0.3476712"
"2444115","rjq7lun6491z92d","Hecw1","C57BL","Late adult","IMPC_EYE_058_001","max right eye lens density","0.8512759"
"1202715","rk0i610j3mu4i25","Tcf21","C57BL","Early adult","IMPC_ABR_006_001","12khz-evoked abr threshold","0.7765215"
"1345633","rk12m3a4p697283","Mars1","C57BL","Early adult","IMPC_GEP_018_002","facial cleft","0.9044088"
"2447762","rk94k5y1zfsw6m5","Yeats2","C57BL","E9.5","IMPC_GEP_024_001","body wall morphology","0.3119625"
"1917633","rkkfh97g8f10557","Cox10","C57BL","E9.5","IMPC_ABR_012_001","30khz-evoked abr threshold","0.9509917"
"2138584","rkl8l819l0986o2","Gigyf2","C57BL","Early adult","IMPC_GEO_069_001","delayed embryonic development","0.173073"
"2384860","rkn39i3zz3k0x80","Slc44a3","C57BL","Early adult","ESLIM_016_001_001","white blood cell count","0.657044"
"99460","rkryj33u698c30j","Notch3","C57BL","Early adult","IMPC_EYE_017_001","lens opacity","0.3581711"
"94903","rkw541528e4p958","Dlx3","C57BL","Early adult","IMPC_GRS_008_001","forelimb grip strength measurement mean","0.3927366"
"1930618","rky2bsu3yw517yv","Krit1","C57BL","E9.5","IMPC_OFD_007_001","whole arena resting time","0.3784533"
"2137681","rl0f049i997c60t","Sfxn5","C57BL","Early adult","IMPC_CBC_013_001","alanine aminotransferase","0.7481382"
"94903","rl2t9mp9z3uo5jm","Dlx3","C57BL","Early adult","IMPC_GEO_015_001","head shape","0.9321794"
"894310","rl464cdbb68t33s","Septin8","C57BL","Early adult","IMPC_ACS_037_001","% pre-pulse inhibition - global","0.1315508"
"2447762","rlr1ctyw0qm9c10","Yeats2","C57BL","E9.5","IMPC_CBC_058_001","cholesterol ratio","0.06196036"
"1920845","rls88c1csp29qv9","Ttll13","C57BL","Early adult","IMPC_GEO_009_002","hemorrhage","0.9039242"
"1352449","rlvx42qr8zi699z","Cxcl9","C57BL","Early adult","IMPC_CBC_023_001","alpha-amylase","0.9224288"
"2151153","rlzya6k70xf0r54","Boc","C57BL","Early adult","IMPC_ECH_003_001","stroke volume","0.218043"
"1927665","rm18tp00383qk98","Sirt3","C57BL","Early adult","IMPC_CBC_006_001","total protein","0.9244208"
"99178","rm34pzv8o41dpql","Zfp30","C57BL","Early adult","IMPC_EYE_068_001","left total retinal thickness","0.4725354"
"1933169","rm5a1mdasav8vy4","Sacm1l","C57BL","Early adult","IMPC_OFD_016_001","center permanence time","0.999535"
"1922684","rm81w9r312370n8","Cimip2c","C57BL","Early adult","JAXLA_CSD_007_001","coat - color - abdomen","0.6050893"
"2385891","rm88jrp3u25h413","Zc3h12a","C57BL","Early adult","IMPC_GRS_009_001","forelimb and hindlimb grip strength measurement mean","0.5634116"
"1933388","rmb83stot139p0l","Bicc1","C57BL","Early adult","IMPC_CSD_032_001","locomotor activity","0.1140248"
"1913367","rmz09tt7k3kve77","Fmc1","C57BL","E18.5","IMPC_OFD_019_001","number of center entries","0.7803151"
"2137913","rn01jku9d5j4c75","LOXL2","C57BL","Early adult","IMPC_CSD_032_001","locomotor activity","0.361512"
"1921116","rn05034036g8c39","Pabir3","C57BL","Early adult","IMPC_EYE_056_001","mean left eye lens density","0.5047278"
"1913105","rnd7ycx7r9v60a9","Slc28a2","C57BL","Early adult","ESLIM_011_001_007","pp1 + pulse startle magnitude","0.1063278"
"96743","rnh11pihs2532c8","Lamb1","C57BL","E9.5","IMPC_GEO_047_002","microphthalmia","0.4049586"
"1915878","rnmrgff4ormu3f9","Fbxw9","C57BL","Early adult","IMPC_GEO_015_001","head shape","0.126181"
"1352449","rnt5875ass14pkc","Cxcl9","C57BL","Early adult","IMPC_GRS_011_001","forelimb and hindlimb grip strength normalised against body weight","0.347085"
"1914296","rnyw8xz040439d5","Tbc1d7","C57BL","Early adult","IMPC_EYE_014_001","pupil light response","0.9433502"
"2137913","ro1vx6o879i29l6","Loxl2","C57BL","Early adult","IMPC_CBC_018_001","glucose","0.3244767"
"1313312","ro30l2qim8612m9","Khdrbs3","C57BL","Early adult","IMPC_ACS_006_001","response amplitude - s","0.3858168"
"1915513","ro36l4400k79t2f","Pdhb","C57BL","E12.5","IMPC_GEO_069_001","delayed embryonic development","0.5666068"
"2443008","ro3avy8uh8k4r39","Trappc8","C57BL","Early adult","M-G-P_007_001_003","whole arena - resting time","0.1152468"
"98386","ro4f2c1mk82fjq7","Sptan1","C57BL","E15.5","IMPC_GEL_018_001","visceral yolk sac morphology","0.707297"
"1930618","ro62jsfgiali488","Krit1","C57BL","Early adult","MGP_IMM_100_001","resting nk cells - % of cd45+","0.1056283"
"1923607","ro82x4b581rj354","Trmt5","C57BL","Early adult","UCD_OWT_029_001","body length","0.9226553"
"1917315","roxckivmd8052sl","Ankrd60","C57BL","Early adult","ESLIM_007_001_007","periphery resting time","0.05027545"
"1924136","rp3dieh727fwx8c","Fam81a","C57BL","Early adult","IMPC_CSD_080_001","head bobbing","0.7750557"
"2669033","rp4725ckj33d841","Tmc3","C57BL","Early adult","IMPC_EYE_055_001","max left eye lens density","0.6081117"
"1913743","rp8s693e0qqd425","Mrpl51","C57BL","Early adult","JAX_OFD_021_001","number of rears - total","0.1974178"
"2158468","rp9s7qus6c66wu4","Ms4a3","C57BL","Early adult","ESLIM_007_001_009","periphery average speed","0.8969637"
"1924285","rphu0s0z761ey3z","Kdm8","C57BL","Early adult","IMPC_GRS_011_001","forelimb and hindlimb grip strength normalised against body weight","0.2247622"
"1860075","rpj4zbk55108bc2","Ppt2","C57BL","Early adult","IMPC_HWT_008_001","heart weight","0.6090539"
"108424","rplnam0945qx8or","Irag2","C57BL","Early adult","JAX_OFD_009_001","whole arena average speed","0.7785179"
"1330861","rpq9ur7795qnj7t","Dclk1","C50BL","Early adult","ESLIM_011_001_705","global prepulse inhibition","0.9304587"
"2448415","rq87d037vc7wiy7","H2BC21","C57BL","Early adult","IMPC_CBC_004_001","urea (blood urea nitrogen - bun)","0.4422904"
"1917633","rq891h2q79f0e2h","Cox10","C57BL","Early adult","IMPC_XRY_005_001","teeth","0.1813102"
"1336213","rq95755x6f94acd","Mybpc1","C57BL","Early adult","IMPC_EYE_025_001","retinal blood vessels structure","0.8150601"
"1345633","rq9g347c2mm3n05","Mars1","C57BL","E9.5","CCP_XRY_060_001","transitional vertebrae","0.805569"
"1915513","rqb87m6znzk2971","Pdhb","C57BL","E9.5","IMPC_EYE_016_001","lens","0.9786528"
"1196455","rqk8jhb9g927565","Ccdc97","C57BL","Early adult","IMPC_DXA_004_001","bone mineral density (excluding skull)","0.5708787"
"1922684","rqm2180pv72efs0","Cimip2c","C57BL","Early adult","IMPC_OFD_013_001","periphery average speed","0.5278378"
"107372","rqu5iso5o34341s","Pter","C57BL","Early adult","IMPC_OFD_018_001","latency to center entry","0.3451516"
"97749","rr7d41h71dn7bx8","Ppia","C57BL","Early adult","IMPC_EYE_083_001","vitreous","0.000003325468"
"94919","rrcs2d5kyr3w20b","Dpp4","C57BL","Early adult","CCP_XRY_010_001","shape of ribs","0.5176053"
"2138584","rrs112er1s2c85p","Gigyf2","C57BL","Early adult","IMPC_DXA_006_001","body length","0.6241457"
"1927594","rru178ou9mj0611","Itm2c","C57BL","Early adult","IMPC_GEO_069_001","delayed embryonic development","0.5483899"
"1917633","rrxa976lyw2r1a1","Cox10","C57BL","Early adult","IMPC_ECG_007_001","qrs","0.4297269"
"2151153","rs0ar2157p9p4r6","Boc","C57BL","Early adult","IMPC_ABR_010_001","24khz-evoked abr threshold","0.3470884"
"1336213","rs0e7j9z03m5h0d","Mybpc1","C51BL","Early adult","MGP_IMM_033_001","total nk cells - % of cd45+","0.5279787"
"104709","rs1yn8ubx491fn1","Wbp2","C57BL","Early adult","IMPC_EYE_027_001","persistence of hyaloid vascular system","0.5675305"
"96136","rs1zq4940410h15","Hmgn2","C57BL","E15.5","ESLIM_007_001_007","periphery resting time","0.2993774"
"1919173","rs9zh6xlkf64y63","Borcs6","C57BL","E9.5","IMPC_EYE_059_001","mean right eye lens density","0.2836263"
"94903","rsai5636uo09w25","Dlx3","C57BL","Early adult","IMPC_EYE_027_001","persistence of hyaloid vascular system","0.1645461"
"2137913","rsc6s3zxuq4z5b4","Loxl2","C57BL","Early adult","IMPC_HEM_003_001","hemoglobin","0.3184172"
"1913743","rsfqfq649a6czzj","Mrpl51","C57BL","E12.5","IMPC_CBC_012_001","aspartate aminotransferase","0.3820641"
"1345633","rsk275y35ee69l2","Mars1","C57BL","E9.5","M-G-P_008_001_013","startle response","0.8368019"
"1927657","rsm2c20pnk31403","Ms4a8a","C57BL","Early adult","IMPC_OFD_050_001","percentage center movement time","0.4512516"
"104709","rsw65p89h7pje1g","Wbp2","C57BL","Early adult","IMPC_CBC_018_001","glucose","0.9030848"
"2443008","rsx4u662k5znoq3","Trappc8","C57BL","Early adult","IMPC_CBC_010_001","phosphorus","0.2772204"
"3647046","rsz3jy6d1249xju","Tmem170b","C57BL","Early adult","ESLIM_008_001_014","touch escape","0.2630008"
"96743","rsze465w3zmford","Lamb1","C57BL","E9.5","IMPC_CBC_018_001","glucose","0.692116"
"1352449","rt320n465nkq802","Cxcl9","C57BL","Early adult","JAX_OFD_009_001","whole arena average speed","0.8538546"
"2447762","rt4r3rqqlg848q6","Yeats2","C57BL","Early adult","ESLIM_015_001_010","phosphorus","0.0866375"
"94903","rt59qzru03k0xjl","Dlx3","C57BL","E9.5","ESLIM_011_001_703","prepulse inhibition - pp3","0.8235152"
"2444115","rt78f527qfhs661","Hecw1","C57BL","Late adult","IMPC_EYE_092_001","retina (combined)","0.4391988"
"1917633","rt798vt1p30s4ge","Cox10","C57BL","E9.5","IMPC_CBC_015_001","total cholesterol","0.3987255"
"1913367","rt7mx8352g2vzx4","Fmc1","C57BL","E18.5","IMPC_DXA_004_001","bone mineral density (excluding skull)","0.7499019"
"96136","rt8g0m2x03c6r8o","Hmgn2","C57BL","E12.5","IMPC_CBC_009_001","calcium","0.1053849"
"103258","rt8ly21m12548e2","Adad1","C57BL","Early adult","ESLIM_007_001_007","periphery resting time","0.1089319"
"2443008","rt91n17t7zdk5tc","Trappc8","C57BL","E9.5","IMPC_CSD_028_001","snout size","0.3864912"
"1929865","rt9604sz7ov111n","Nampt","C57BL","E12.5","IMPC_HEM_001_001","white blood cell count","0.888795"
"2444115","rt96yt50l92o024","Hecw1","C57BL","Early adult","IMPC_OFD_016_001","center permanence time","0.05622311"
"109242","rtke258846wh56b","Spin1","C57BL","E12.5","ESLIM_011_001_009","pp3 + pulse startle magnitude","0.5865771"
"1915878","rtq0to074l4a97c","Fbxw9","C57BL","Early adult","UCD_OWT_003_001","spleen weight","0.8582691"
"109242","rtt301086w6593i","Spin1","C57BL","E9.5","IMPC_CBC_013_001","alanine aminotransferase","0.2554486"
"1933388","rttpw9jr0d9i1ay","Bicc1","C57BL","E15.5","ESLIM_011_001_705","global prepulse inhibition","0.6025233"
"1336213","rtw2hbps2o73l92","Mybpc1","C57BL","Early adult","IMPC_ABR_012_001","30khz-evoked abr threshold","0.2042892"
"2158468","rtx74m0d48ud57q","Ms4a3","C57BL","Early adult","IMPC_GEL_014_001","allantois morphology","0.220614"
"99510","rtxb32456s2mg75","Tmsb4x","C57BL","Early adult","IMPC_HWT_008_001","heart weight","0.2729472"
"99460","ru26zb7a6740264","Notch3","C57BL","Early adult","IMPC_EYE_092_001","retina (combined)","0.6599793"
"2443008","ru46hmhq1tg9209","Trappc8","C57BL","E9.5","JAX_OFD_021_001","number of rears - total","0.3458737"
"3647046","ru68pk2f91d9sh3","Tmem170b","C57BL","Early adult","IMPC_GEL_042_001","otic vesicle morphology","0.4036592"
"2158468","ru9pz9p2102rlr3","Ms4a3","C57BL","Early adult","CCP_XRY_001_001","skull shape","0.6689191"
"97749","ruq8jfsk20fvq8g","Ppia","C57BL","Early adult","IMPC_XRY_005_001","teeth","0.2505387"
"97308","rus6vy08m7s1845","Nfe2","C57BL","Early adult","IMPC_IPG_012_001","area under glucose response curve","0.5133181"
"2444298","rv2c67cb0flt62e","G2e3","C57BL","Early adult","IMPC_DXA_007_001","bmc/body weight","0"
"2138584","rv5vuy6yx25o28s","Gigyf2","C57BL","Early adult","UCD_OWT_002_001","heart weight","0.4853773"
"2444115","rv7zp98w2k84113","Hecw1","C57BL","Late adult","ESLIM_007_001_007","periphery resting time","0.1002299"
"1933169","rv8w7982d78g760","Sacm1l","C57BL","E9.5","IMPC_GEO_011_001","blood vessel morphology","0.5585898"
"1924285","rvbru8lsqv6n93a","Kdm8","C57BL","Early adult","IMPC_DXA_002_001","fat mass","0.6835951"
"2447762","rvglg010x294g4d","Yeats2","C57BL","Middle aged adult","IMPC_XRY_019_001","fusion of vertebrae","0.2383993"
"96136","rviecn34233dvjm","Hmgn2","C57BL","","IMPC_CSD_033_001","gait","0.7075556"
"1345633","rvk1r14f0yy6q26","Mars1","C57BL","E9.5","IMPC_CSD_078_001","vocalization","0.7047686"
"1927665","rw07xatic2fiuh1","Sirt3","C57BL","Early adult","IMPC_DXA_006_001","body length","0.9909424"
"1915513","rw115ta8k9le7wv","Pdhb","C57BL","Early adult","IMPC_FEA_003_001","conditioning baseline % freezing time","0.8688702"
"1913743","rw4wy719axs4yzw","Mrpl51","C57BL","E12.5","CCP_XRY_010_001","shape of ribs","0.9966267"
"96743","rw56h0f2g04u410","Lamb1","C57BL","E9.5","M-G-P_007_001_007","periphery - resting time","0.9209313"
"1933169","rw68uvqo4yb090m","Sacm1l","C57BL","Early adult","IMPC_CBC_023_001","alpha-amylase","0.1319961"
"1923607","rw6l53328ornc38","Trmt5","C57BL","E9.5","IMPC_ABR_006_001","12khz-evoked abr threshold","0.06488391"
"1913743","rw7k103gs684638","Mrpl51","C57BL","Early adult","IMPC_GEO_069_001","delayed embryonic development","0.1249382"
"1923607","rwbju8g4z4o0407","Trmt5","C57BL","Early adult","ESLIM_005_001_004","bone mineral density (excluding skull)","0.3700377"
"94903","rwjl23c5we8sf2r","Dlx3","C57BL","Early adult","IMPC_EYE_013_001","pupil dilation","0.661776"
"2137681","rwk09fh14gl6si6","Sfxn5","C57BL","Early adult","ESLIM_008_001_014","touch escape","0.1683763"
"1913743","rwkq94uo35s3571","Mrpl51","C57BL","Early adult","ESLIM_011_001_703","prepulse inhibition - pp3","0.7282649"
"99178","rwzb0ri9s01429g","Zfp30","C57BL","Early adult","IMPC_GEO_009_002","hemorrhage","0.8231506"
"1202715","rwzp7cw913hjdm1","Tcf21","C59BL","Early adult","IMPC_HEM_006_001","mean corpuscular hemoglobin","0.3944256"
"2443008","rx264f89872qwi9","Trappc8","C57BL","Early adult","IMPC_HEM_027_001","red blood cell distribution width","0.5720374"
"1100848","rx3yuic5xa83u07","Kpna4","C57BL","Early adult","IMPC_EYE_027_001","persistence of hyaloid vascular system","0.4807721"
"2681164","rx5b0105e5tc9o3","Plekha8","C57BL","Early adult","CCP_IMM_028_002","effector cd4+ t helper cells - % of live leukocytes","0.9319296"
"109242","rx6kep6rtvb2q5k","Spin1","C57BL","E9.5","IMPC_GEP_024_001","body wall morphology","0.0523458"
"108424","rx6n9063jh865ci","Irag2","C57BL","Early adult","IMPC_GEL_057_001","heart looping","0.5937284"
"1933388","rx81za93j75j34a","Bicc1","C57BL","E9.5","IMPC_CBC_003_001","chloride","0.6163831"
"1100867","rx88p0903uznp6v","Asic2","C57BL","Early adult","IMPC_OFD_011_001","periphery resting time","0.5108246"
"1913335","rxid52pus1u3869","Eif3f","C57BL","Early adult","IMPC_CSD_029_001","activity (body position)","0.1331308"
"107444","rxkr16k201ltdps","Efna5","C57BL","Early adult","IMPC_OFD_022_001","percentage center time","0.0000289314"
"95748","rxo2005s84p2l41","Glra2","C57BL","Early adult","UCD_OWT_029_001","body length","0.3931696"
"1933126","rxurh3o20tlheb1","Cdk5rap3","C57BL","Early adult","IMPC_GPO_002_001","placenta morphology","0.1608989"
"106638","rxx2v9j2h79gi99","Pla2g2c","C57BL","Early adult","JAXLA_CSD_008_001","coat - color pattern - back","0.6162806"
"1927657","ry08tqx1aoy18wi","Ms4a8a","C57BL","Early adult","JAX_LDT_003_001","time mobile light side","0.2960733"
"1202715","ry0ncp632q5ye85","Tcf21","C57BL","Early adult","IMPC_CBC_018_001","glucose","0.718031"
"1922684","ry37015j8dmy2zl","Cimip2c","C57BL","Early adult","IMPC_OFD_019_001","number of center entries","0.6320224"
"1858752","ry490fb72ipmg67","Rundc3a","C57BL","Early adult","HRWLLA_CBC_010_001","phosphorus","0.318498"
"3644478","ry7xl017nt03799","Defb47","C57BL","Early adult","IMPC_ACS_034_001","% pre-pulse inhibition - ppi2","0.2322018"
"96743","ry97t06601vk848","Lamb1","C57BL","E9.5","ESLIM_007_001_009","periphery average speed","0.8575053"
"1927594","ry993r9h08q8p19","Itm2c","C57BL","Early adult","IMPC_DXA_003_001","lean mass","0.9349664"
"1915513","rya8sy59g97l030","Pdhb","C57BL","E12.5","M-G-P_007_001_007","periphery - resting time","0.3953966"
"2442192","ryb56sk9213k9l6","Eea1","C57BL","Early adult","HRWLLA_CBC_010_001","phosphorus","0.4749468"
"97308","ryc01vwod3a8u66","Nfe2","C57BL","Early adult","IMPC_ACS_034_001","% pre-pulse inhibition - ppi2","0.6841645"
"2137681","ryc3g575x117u87","Sfxn5","C57BL","Early adult","IMPC_CSD_080_001","head bobbing","0.9268887"
"3605773","ryid48ozj2t649e","Cimip2a","C57BL","Early adult","IMPC_EYE_056_001","mean left eye lens density","0.8760293"
"1913743","ryn978ep9yn1r9t","Mrpl51","C57BL","E9.5","IMPC_XRY_005_001","teeth","0.8574092"
"1330861","ryp2p05dry23vv8","Dclk1","C57BL","Early adult","HRWLIP_CSD_032_001","locomotor activity","0.6509957"
"1913743","rysu0s4488731r1","Mrpl51","C57BL","Early adult","IMPC_OFD_007_001","whole arena resting time","0.5802276"
"1929865","rz10721q3kt4557","Nampt","C57BL","Early adult","JAX_LDT_003_001","time mobile light side","0.3769592"
"1929865","rz4ntk8t24c38m3","Nampt","C57BL","E9.5","TCP_CHL_081_001","baseline enhanced pause","0.5915663"
"1924285","rz65z8s3do4r864","Kdm8","C57BL","Early adult","M-G-P_007_001_003","whole arena - resting time","0.3373139"
"2448415","rzcsp8x5z5q56ut","H2bc21","C57BL","E18.5","IMPC_DXA_002_001","fat mass","0.5059455"
"1924136","rzhbysi4e1229k1","Fam81a","C57BL","Early adult","IMPC_GEO_009_002","hemorrhage","0.6679734"
"94903","rzj5bcft4u2a87d","Dlx3","C57BL","Early adult","JAX_LDT_003_001","time mobile light side","0.531255"
"1933126","s00putmclx01obt","Cdk5rap3","C57BL","Early adult","IMPC_DXA_002_001","fat mass","0.1407451"
"2444115","s01v2k8673ul8r2","Hecw1","C57BL","Early adult","IMPC_CSD_030_001","tremor","0.00007596876"
"1921740","s02ibrhbzw4q9x4","Mamstr","C57BL","Early adult","JAXLA_CSD_007_001","coat - color - abdomen","0.2245287"
"2444115","s056si5w13189ld","Hecw1","C57BL","Early adult","JAX_OFD_013_001","periphery average speed","0.4742218"
"2384812","s05bmcx99ytws82","Lpcat1","C57BL","Early adult","IMPC_CBC_009_001","calcium","0.9568155"
"894310","s084kg76d3cj7lq","Septin8","C57BL","Early adult","IMPC_OFD_019_001","number of center entries","0.978455"
"2669033","s092uf0f3uqvjl7","Tmc3","C57BL","Early adult","IMPC_GEO_011_001","blood vessel morphology","0.2164476"
"96136","s09k75u0l5f8338","Hmgn2","C57BL","","IMPC_EYE_026_001","retinal blood vessels pattern","0.6529"
"1913743","s09n4v0sih3s1z1","Mrpl51","C57BL","E12.5","UCD_OWT_004_001","left kidney","0.1594853"
"1933388","s09x169la5o067z","Bicc1","C57BL","Early adult","CCP_IMM_032_002","effector cd8+ t cells - % of live leukocytes","0.3631976"
"1914296","s0cw46r6cacf6r1","Tbc1d7","C57BL","E18.5","IMPC_OFD_012_001","periphery permanence time","0.819699"
"1933169","s0e1so9a93x902f","Sacm1l","C57BL","Early adult","IMPC_CBC_014_001","alkaline phosphatase","0.09374111"
"2384860","s0e5qwkqvur0w2g","Slc44a3","C57BL","Early adult","IMPC_EYE_027_001","persistence of hyaloid vascular system","0.00000000002313302"
"1917633","s0etr0836col1eg","Cox10","C57BL","Early adult","IMPC_EYE_007_001","cornea","0.2369739"
"1913743","s0h8s1ku5mg1ao4","Mrpl51","C57BL","Early adult","IMPC_CBC_028_001","creatine kinase","0.8369011"
"1858752","s0lnv0o4820700j","Rundc3a","C57BL","Early adult","IMPC_CBC_058_001","cholesterol ratio","0.9066359"
"95748","s0m3978apj48y92","Glra2","C57BL","Early adult","ESLIM_008_001_001","body position","0.543893"
"1917678","s0nhxz6mko3fb20","Polr3b","C57BL","E9.5","UCD_OWT_008_001","liver weight","0.6314074"
"1933169","s0q3ma31ejv9g38","Sacm1l","C57BL","Early adult","IMPC_EYE_092_001","retina (combined)","0.3336839"
"2137681","s0s47581cdq41z2","Sfxn5","C57BL","Early adult","UCD_OWT_008_001","liver weight","0.8432139"
"2442192","s0v93q9qie77q79","Eea1","C57BL","Early adult","IMPC_GEP_018_002","facial cleft","0.9214313"
"96136","s0vf29g6rorzlal","Hmgn2","C57BL","E15.5","IMPC_DXA_008_001","lean/body weight","0.6953071"
"1349660","s0y508eq6c0vs67","Pla2g2e","C57BL","Early adult","MGP_CSD_023_001","dorsal coat/hair appearance","0.7927861"
"1924285","s0z9xh4u629z8ax","Kdm8","C57BL","Early adult","IMPC_ECG_007_001","qrs","0.2773896"
"1924136","s10d2n3b95lv8fa","Fam81a","C57BL","Early adult","IMPC_OFD_013_001","periphery average speed","0.1109767"
"2443008","s10ez8nq04pt1p6","Trappc8","C59BL","Early adult","IMPC_DXA_003_001","lean mass","0.298879"
"1913105","s119m00308f328s","Slc28a2","C57BL","Early adult","IMPC_LDT_007_001","percent time in dark","0.4536379"
"2448415","s1309737eic69e7","H2bc21","C57BL","E18.5","IMPC_ACS_006_001","response amplitude - s","0.4944136"
"1101768","s130em1w2y1mk2e","H3f3b","C57BL","Early adult","IMPC_CBC_009_001","calcium","0.5015473"
"1913743","s1414k9l739tz19","Mrpl51","C57BL","E12.5","IMPC_CSD_033_001","gait","0.987493"
"1933946","s146501w7512c85","Ptov1","C57BL","E18.5","IMPC_GEP_018_002","facial cleft","0"
"1919173","s146737339a188l","Borcs6","C57BL","Early adult","IMPC_HEM_004_001","hematocrit","0.6925716"
"1927594","s14l357ri891t79","Itm2c","C57BL","Early adult","IMPC_FEA_003_001","conditioning baseline % freezing time","0.6777944"
"2448415","s14y31e00v98969","H2bc21","C57BL","E18.5","IMPC_GEL_060_001","neural tube morphology","0.7277655"
"95748","s155n42610flijr","Glra2","C57BL","Early adult","UCD_OWT_002_001","heart weight","0.1963182"
"1891214","s15q956027rwq00","Lhfpl1","C57BL","Early adult","IMPC_ECG_007_001","qrs","0.671925"
"1929865","s15u0k96m70r91c","Nampt","C57BL","Early adult","IMPC_ACS_006_001","response amplitude - s","0.404333"
"1919173","s16014m752090bd","Borcs6","C57BL","Early adult","IMPC_DXA_008_001","lean/body weight","0.1804627"
