"parameter_id","impc_parameter_orig_id","name","description"
"IMPC_HOU_010_001","33541"," housing - temperature range - minimum","housing temperature range minimum"
"IMPC_HOU_011_001","33542"," housing - temperature range - maximum","housing temperature range maximum"
"IMPC_HOU_012_001","33543"," housing - relative humidity regulated","housing relative humidity regulated"
"IMPC_HOU_013_001","33544"," housing - relative humidity range - minimum","housing relative humidity range minimum"
"IMPC_HOU_014_001","33545"," housing - relative humidity range - maximum","housing relative humidity range maximum"
"IMPC_HOU_015_001","33546"," housing - ventilation managed","housing ventilation managed"
"IMPC_HOU_016_001","33547"," housing - air changes per hour in the room - minimum","housing air changes per hour in the room minimum"
"IMPC_HOU_017_001","33548"," housing - air changes per hour in the room - maximum","housing air changes per hour in the room maximum"
"IMPC_HOU_018_001","33549"," housing - air changes per hour in the room - units","housing air changes per hour in the room units"
"IMPC_HOU_019_001","33550"," housing - ivc ventilation","housing ivc ventilation"
"IMPC_HOU_020_001","33551"," housing - air changes per hour in the ivc unit - minimum","housing air changes per hour in the ivc unit minimum"
"IMPC_HOU_021_001","33552"," housing - air changes per hour in the ivc unit - maximum","housing air changes per hour in the ivc unit maximum"
"IMPC_HOU_022_001","33553"," housing - air changes per hour in the ivc unit - units","housing air changes per hour in the ivc unit units"
"IMPC_HOU_023_001","33554"," housing - light source","housing light source"
"IMPC_HOU_024_001","33555"," housing - can you quantify the light intensity range experienced","housing can you quantify the light intensity range experienced"
"IMPC_HOU_025_001","33556"," housing - light intensity range - minimum","housing light intensity range minimum"
"IMPC_HOU_026_001","33557"," housing - light intensity range - maximum","housing light intensity range maximum"
"IMPC_HOU_027_001","33558"," housing - time lights switched on","housing time lights switched on"
"IMPC_HOU_028_001","33559"," housing - time lights switched off","housing time lights switched off"
"IMPC_HOU_029_001","33560"," housing - cage manufacturer and racking system","housing cage manufacturer and racking system"
"IMPC_HOU_030_001","33561"," housing - cage dimensions - height","housing cage dimensions height"
"IMPC_HOU_031_001","33562"," housing - cage dimensions - length","housing cage dimensions length"
"IMPC_HOU_032_001","33563"," housing - cage dimensions - width","housing cage dimensions width"
"IMPC_HOU_033_001","33564"," housing - animals per cage - minimum","housing animals per cage minimum"
"IMPC_HOU_034_001","33565"," housing - animals per cage - maximum","housing animals per cage maximum"
"IMPC_HOU_035_001","33566"," housing - bedding type","housing bedding type"
"IMPC_HOU_036_001","33567"," housing - bedding pre-treatment","housing bedding pre treatment"
"IMPC_HOU_037_001","33568"," housing - cage enrichment","housing cage enrichment"
"IMPC_HOU_038_001","33569"," housing - frequency of cage cleaning","housing frequency of cage cleaning"
"IMPC_HOU_039_001","33570"," housing - frequency of handling","housing frequency of handling"
"IMPC_HOU_040_001","33571"," nutrition - supplier and product id of diet","nutrition supplier and product id of diet"
"IMPC_HOU_041_001","33572"," nutrition - diet type","nutrition diet type"
"IMPC_HOU_042_001","33573"," nutrition - do you know the composition of the diet (average based on mass)","nutrition do you know the composition of the diet average based on mass"
"IMPC_HOU_043_001","33574"," nutrition - average composition (based on mass) - carbohydrate","nutrition average composition based on mass carbohydrate"
"IMPC_HOU_044_001","33575"," nutrition - average composition (based on mass) - fat","nutrition average composition based on mass fat"
"IMPC_HOU_045_001","33576"," nutrition - average composition (based on mass) - protein","nutrition average composition based on mass protein"
"IMPC_HOU_046_001","33577"," nutrition - do you know the composition of the diet (average based on calorific content)","nutrition do you know the composition of the diet average based on calorific content"
"IMPC_HOU_047_001","33578"," nutrition - average composition (based on calorific content) - carbohydrate","nutrition average composition based on calorific content carbohydrate"
"IMPC_HOU_048_001","33579"," nutrition - average composition (based on calorific content) - fat","nutrition average composition based on calorific content fat"
"IMPC_HOU_049_001","33580"," nutrition - average composition (based on calorific content) - protein","nutrition average composition based on calorific content protein"
"IMPC_HOU_050_001","33581"," nutrition - feeding regime (excluding fasting periods)","nutrition feeding regime excluding fasting periods"
"IMPC_HOU_051_001","33582"," nutrition - source of lipids","nutrition source of lipids"
"IMPC_HOU_052_001","33583"," water - quality monitored","water quality monitored"
"IMPC_HOU_053_001","33584"," water - pre-treatment","water pre treatment"
"IMPC_HOU_054_001","33585"," water - schedule (quantity)","water schedule quantity"
"IMPC_HOU_055_001","33586"," water - supply method","water supply method"
"IMPC_HOU_056_001","33587"," microbiological status - status of your centre","microbiological status status of your centre"
"IMPC_HOU_057_001","33588"," microbiological status - method used to protect the status","microbiological status method used to protect the status"
"IMPC_HOU_058_001","33589"," microbiological status - closed barrier detail","microbiological status closed barrier detail"
"IMPC_HOU_059_001","33590"," microbiological status - quarantine method","microbiological status quarantine method"
"IMPC_HOU_060_001","33591"," microbiological status - live animals allowed to join the unit","microbiological status live animals allowed to join the unit"
"IMPC_HOU_061_001","33592"," microbiological status - acclimation period for live animals - minimum","microbiological status acclimation period for live animals minimum"
"IMPC_HOU_062_001","33593"," microbiological status - acclimation period for live animals - maximum","microbiological status acclimation period for live animals maximum"
"IMPC_HOU_063_001","33594"," microbiological status - pathogens tested for","microbiological status pathogens tested for"
"IMPC_HOU_064_001","33595"," microbiological status - is your unit positive for any of the pathogens tested","microbiological status is your unit positive for any of the pathogens tested"
"IMPC_HOU_065_001","33596"," microbiological status - pathogens your unit is positive for","microbiological status pathogens your unit is positive for"
"IMPC_HOU_066_001","33597"," nutrition - do you know the source of lipids",""
"IMPC_HOU_067_001","33598"," block descriptor",""
"IMPC_CAL_001_001","41404"," body weight before experiment","body weight before experiment"
"IMPC_CAL_002_001","41405"," body weight after experiment","body weight after experiment"
"IMPC_CAL_003_001","41406"," oxygen consumption","oxygen consumption"
"IMPC_CAL_004_001","41407"," carbon dioxide production","carbon dioxide production"
"IMPC_CAL_005_001","41408"," heat production (metabolic rate)","heat production metabolic rate "
"IMPC_CAL_006_001","41409"," ambulatory activity  (no. of beam cuts)","ambulatory activity no of beam cuts "
"IMPC_CAL_007_001","41410"," total activity  (no. of fine movement + no. of beam cuts)","total activity no of fine movement no of beam cuts "
"IMPC_CAL_008_001","41411"," total food intake","total food intake"
"IMPC_CAL_009_001","41412"," cumulative food intake","cumulative food intake"
"IMPC_CAL_012_001","41413"," acclimation to respirometry cages","acclimation to respirometry cages"
"IMPC_CAL_013_001","41414"," duration of test","duration of test"
"IMPC_CAL_014_001","41415"," equipment id","equipment name"
"IMPC_CAL_015_001","41416"," equipment manufacturer","equipment manufacturer"
"IMPC_CAL_016_001","41417"," equipment model","equipment"
"IMPC_CAL_017_001","41418"," respiratory exchange ratio","respiratory exchange ratio"
"IMPC_CAL_018_001","41419"," experimenter id",""
"IMPC_CAL_019_001","41420"," date equipment last calibrated",""
"IMPC_CAL_021_001","41421"," total water intake",""
"IMPC_CAL_022_001","41422"," cumulative water intake",""
"IMPC_CAL_023_001","41423"," room temperature max",""
"IMPC_CAL_024_001","41424"," room temperature min",""
"IMPC_CAL_025_001","41425"," chamber temperature min",""
"IMPC_CAL_026_001","41426"," chamber temperature max",""
"IMPC_CAL_027_001","41427"," outer dimension of cage","(L cm) x  (W cm) x  (H cm)"
"IMPC_CAL_028_001","41428"," inner dimension of cage","(L cm) x  (W cm) x  (H cm)"
"IMPC_CAL_029_001","41429"," height from platform to lid assembly",""
"IMPC_CAL_030_001","41430"," available space for mouse","(L cm) x  (W cm) x  (H cm)"
"IMPC_CAL_031_001","41431"," infrared beam setting on x axis","Orizontal activity: locomotion N beams with L cm spacing H cm above platform"
"IMPC_CAL_032_001","41432"," infrared beam setting on y axis","Orizontal activity: locomotion N beams with L cm spacing H cm above platform"
"IMPC_CAL_033_001","41433"," infrared beam setting on z axis","Vertical activity: rearing/jumping N beams with L cm spacing H cm above platform."
"IMPC_CAL_034_001","41434"," beam strip placement on exterior of chamber",""
"IMPC_CAL_035_001","41435"," lightbeam wavelength",""
"IMPC_CAL_036_001","41436"," scanning rate",""
"IMPC_CAL_037_001","41437"," refractory period",""
"IMPC_CAL_038_001","41438"," presence of bedding into the cage",""
"IMPC_CAL_039_001","41439"," igloo in cage",""
"IMPC_CAL_040_001","41440"," calibration method",""
"IMPC_CAL_041_001","41441"," acclimation period",""
"IMPC_CAL_010_003","41442"," time of dark cycle start","The starting datetime of the dark cycle. E.g. 2013-02-28T06:25:00-08:00+01 or 2013-02-28T06:25:00Z"
"IMPC_CAL_020_003","41443"," time of dark cycle end","The ending time of the dark cycle. E.g. 2013-02-28T06:25:00-08:00+01 or 2013-02-28T06:25:00Z"
"IMPC_CAL_042_001","41444"," respiratory exchange ratio series",""
"IMPC_HWT_003_001","22503"," experimenter id","experimenter"
"IMPC_HWT_005_001","22504"," method of sacrifice","sacrifice"
"IMPC_HWT_006_001","22505"," equipment id","equipment name"
"IMPC_HWT_007_001","22506"," body weight","body weight"
"IMPC_HWT_008_001","22507"," heart weight","heart weight"
"IMPC_HWT_009_001","22508"," date equipment last calibrated",""
"IMPC_HWT_010_001","22509"," equipment manufacturer",""
"IMPC_HWT_011_001","22510"," equipment model",""
"IMPC_HWT_001_001","22511"," date of sacrifice",""
"IMPC_HWT_002_001","22512"," tibia length","tibia length"
"IMPC_HWT_012_001","22513"," heart weight normalised against body weight",""
"IMPC_HWT_013_001","22514"," heart weight normalised against tibia length",""
"IMPC_IMM_001_001","34548"," spleen weight",""
"IMPC_IMM_002_001","34549"," percentage of live gated events in panel a",""
"IMPC_IMM_003_001","34550"," t cells (panel a)",""
"IMPC_IMM_004_001","34551"," nkt cells (panel a)",""
"IMPC_IMM_005_001","34552"," nk cells (panel a)",""
"IMPC_IMM_006_001","34553"," others",""
"IMPC_IMM_007_001","34554"," cd4 t cells",""
"IMPC_IMM_008_001","34555"," cd8 t cells",""
"IMPC_IMM_009_001","34556"," dn t cells",""
"IMPC_IMM_010_001","34557"," dp t cells",""
"IMPC_IMM_011_001","34558"," cd4 nkt cells",""
"IMPC_IMM_012_001","34559"," cd8 nkt cells",""
"IMPC_IMM_013_001","34560"," dn nkt cells",""
"IMPC_IMM_014_001","34561"," cd4 cd25+ t cells",""
"IMPC_IMM_015_001","34562"," cd4 cd25- t cells",""
"IMPC_IMM_016_001","34563"," cd8 cd25+ t cells",""
"IMPC_IMM_017_001","34564"," cd8 cd25- t cells",""
"IMPC_IMM_018_001","34565"," dn cd25+ t cells",""
"IMPC_IMM_019_001","34566"," dn cd25- t cells",""
"IMPC_IMM_020_001","34567"," cd4 cd25+ nkt cells",""
"IMPC_IMM_021_001","34568"," cd4 cd25- nkt cells",""
"IMPC_IMM_022_001","34569"," cd8 cd25+ nkt cells",""
"IMPC_IMM_023_001","34570"," cd8 cd25- nkt cells",""
"IMPC_IMM_024_001","34571"," dn cd25+ nkt cells",""
"IMPC_IMM_025_001","34572"," dn cd25- nkt cells",""
"IMPC_IMM_028_001","34573"," cd4 cd44+cd62l- t cells",""
"IMPC_IMM_029_001","34574"," cd4 cd44+cd62l+ t cells",""
"IMPC_IMM_030_001","34575"," cd4 cd44-cd62l+ t cells",""
"IMPC_IMM_031_001","34576"," cd4 cd44-cd62l- t cells",""
"IMPC_IMM_032_001","34577"," cd8 cd44+cd62l- t cells",""
"IMPC_IMM_033_001","34578"," cd8 cd44+cd62l+ t cells",""
"IMPC_IMM_034_001","34579"," cd8 cd44-cd62l+ t cells",""
"IMPC_IMM_035_001","34580"," cd8 cd44-cd62l- t cells",""
"IMPC_IMM_036_001","34581"," dn cd44+cd62l- t cells",""
"IMPC_IMM_037_001","34582"," dn cd44+cd62l+ t cells",""
"IMPC_IMM_038_001","34583"," dn cd44-cd62l+ t cells",""
"IMPC_IMM_039_001","34584"," dn cd44-cd62l- t cells",""
"IMPC_IMM_040_001","34585"," cd4 cd44+cd62l- nkt cells",""
"IMPC_IMM_041_001","34586"," cd4 cd44+cd62l+ nkt cells",""
"IMPC_IMM_042_001","34587"," cd4 cd44-cd62l+ nkt cells",""
"IMPC_IMM_043_001","34588"," cd8 cd44+cd62l- nkt cells",""
"IMPC_IMM_044_001","34589"," cd8 cd44+cd62l+ nkt cells",""
"IMPC_IMM_045_001","34590"," cd8 cd44-cd62l+ nkt cells",""
"IMPC_IMM_046_001","34591"," dn cd44+cd62l- nkt cells",""
"IMPC_IMM_047_001","34592"," dn cd44+cd62l+ nkt cells",""
"IMPC_IMM_048_001","34593"," dn cd44-cd62l+ nkt cells",""
"IMPC_IMM_049_001","34594"," percentage of live gated events in panel b",""
"IMPC_IMM_050_001","34595"," neutrophils",""
"IMPC_IMM_051_001","34596"," monocytes",""
"IMPC_IMM_052_001","34597"," eosinophils",""
"IMPC_IMM_053_001","34598"," nk cells (panel b)",""
"IMPC_IMM_054_001","34599"," nk subsets (q1)",""
"IMPC_IMM_055_001","34600"," nk subsets (q2)",""
"IMPC_IMM_056_001","34601"," nk subsets (q3)",""
"IMPC_IMM_057_001","34602"," nk subsets (q4)",""
"IMPC_IMM_058_001","34603"," nkt cells (panel b)",""
"IMPC_IMM_059_001","34604"," nkt subsets (q1)",""
"IMPC_IMM_060_001","34605"," nkt subsets (q3)",""
"IMPC_IMM_061_001","34606"," t cells (panel b)",""
"IMPC_IMM_062_001","34607"," t subset",""
"IMPC_IMM_063_001","34608"," b cells",""
"IMPC_IMM_064_001","34609"," b1b cells",""
"IMPC_IMM_065_001","34610"," b2b cells",""
"IMPC_IMM_066_001","34611"," follicular b cells",""
"IMPC_IMM_067_001","34612"," follicular b cells (cd21/35+)",""
"IMPC_IMM_068_001","34613"," transitional b cells",""
"IMPC_IMM_069_001","34614"," transitional b cells (cd21/35 low)",""
"IMPC_IMM_070_001","34615"," mzb",""
"IMPC_IMM_071_001","34616"," mzb (cd21/35 high)",""
"IMPC_IMM_072_001","34617"," cdcs",""
"IMPC_IMM_073_001","34618"," cdcs cd11b type",""
"IMPC_IMM_074_001","34619"," pdcs",""
"IMPC_IMM_075_001","34620"," rp macrophage (f4/80+)",""
"IMPC_IMM_076_001","34621"," rp macrophage (cd19-  cd11c-)",""
"IMPC_IMM_077_001","34622"," equipment name",""
"IMPC_IMM_078_001","34623"," equipment manufacturer",""
"IMPC_IMM_079_001","34624"," equipment model",""
"IMPC_IMM_080_001","34625"," cs&t bead lot",""
"IMPC_IMM_081_001","34626"," anesthesia",""
"IMPC_IMM_082_001","34627"," cell digestion",""
"IMPC_IMM_083_001","34628"," cell digestion agent",""
"IMPC_IMM_084_001","34629"," cell digestion agent manufacturer",""
"IMPC_IMM_085_001","34630"," cell digestion agent catalog number",""
"IMPC_IMM_086_001","34631"," cell counting",""
"IMPC_IMM_087_001","34632"," cell counting equipment manufacturer",""
"IMPC_IMM_088_001","34633"," cell counting equipment model",""
"IMPC_IMM_089_001","34634"," cell counting equipment name",""
"IMPC_IMM_090_001","34635"," cell lysis buffer manufacturer",""
"IMPC_IMM_091_001","34636"," cell lysis buffer catalog number",""
"IMPC_IMM_092_001","34637"," date and time of sacrifice",""
"IMPC_IMM_093_001","34638"," date and time of sample preparation",""
"IMPC_IMM_094_001","34639"," sample storage temperature until analysis (in celsius)",""
"IMPC_IMM_095_001","34640"," fcs repository reference (url/id)",""
"IMPC_IMM_026_001","34641"," total number of acquired events in panel a",""
"IMPC_IMM_027_001","34642"," total number of acquired events in panel b",""
"IMPC_IMM_096_001","34643"," balanced salt solution type",""
"IMPC_IMM_097_001","34644"," balanced salt solution manufacturer",""
"IMPC_IMM_098_001","34645"," balanced salt solution catalog number",""
"IMPC_IMM_099_001","34646"," rpmi manufacturer",""
"IMPC_IMM_100_001","34647"," rpmi catalog number",""
"IMPC_IMM_101_001","34648"," dnase i manufacturer",""
"IMPC_IMM_102_001","34649"," dnase i catalog number",""
"IMPC_IMM_103_001","34650"," dead cell exclusion dye",""
"IMPC_IMM_104_001","34651"," dead cell exclusion dye manufacturer",""
"IMPC_IMM_105_001","34652"," dead cell exclusion dye catalog number",""
"IMPC_IMM_106_001","34653"," cell digestion temperature (in celsius)",""
"IMPC_IMM_107_001","34654"," panel a fcs file(s)",""
"IMPC_IMM_108_001","34655"," panel b fcs file(s)",""
"IMPC_IMM_109_001","34656"," automated analysis",""
"IMPC_IMM_110_001","34657"," collection buffer manufacturer",""
"IMPC_IMM_111_001","34658"," collection buffer catalog number number",""
"IMPC_IMM_112_001","34659"," facs buffer manufacturer",""
"IMPC_IMM_113_001","34660"," facs buffer catalog number",""
"IMPC_IMM_114_001","34661"," enzyme buffer manufacturer",""
"IMPC_IMM_115_001","34662"," enzyme buffer catalog number",""
"IMPC_GEL_001_001","41908"," alive","alive"
"IMPC_GEL_002_001","41909"," scored","scored"
"IMPC_GEL_003_001","41910"," cardiovascular system","cardiovascular system"
"IMPC_GEL_004_001","41911"," cardiovascular development","cardiovascular development"
"IMPC_GEL_005_001","41912"," vascular development","vascular development"
"IMPC_GEL_006_001","41913"," pericardium morphology","pericardium morphology"
"IMPC_GEL_007_001","41914"," failure heart looping","failure heart looping"
"IMPC_GEL_008_001","41915"," absent heartbeat","absent heartbeat"
"IMPC_GEL_009_001","41916"," embryogenesis phenotype","embryogenesis phenotype"
"IMPC_GEL_010_001","41917"," abnormal gastrulation","abnormal gastrulation"
"IMPC_GEL_011_001","41918"," embryo turning","embryo turning"
"IMPC_GEL_012_001","41919"," incomplete embryo turning","incomplete embryo turning"
"IMPC_GEL_013_001","41920"," extraembryonic tissue morphology","extraembryonic tissue morphology"
"IMPC_GEL_014_001","41921"," allantois morphology","allantois morphology"
"IMPC_GEL_015_001","41922"," vitelline vasculature morphology","vitelline vasculature morphology"
"IMPC_GEL_016_001","41923"," vitelline vein morphology","vitelline vein morphology"
"IMPC_GEL_017_001","41924"," pale yolk sac","pale yolk sac"
"IMPC_GEL_018_001","41925"," visceral yolk sac morphology","visceral yolk sac morphology"
"IMPC_GEL_019_001","41926"," chorioallantoic fusion","chorioallantoic fusion"
"IMPC_GEL_020_001","41927"," developmental patterning","developmental patterning"
"IMPC_GEL_021_001","41928"," left-right axis patterning","left right axis patterning"
"IMPC_GEL_022_001","41929"," direction of heart looping","direction of heart looping"
"IMPC_GEL_023_001","41930"," somite development","somite development"
"IMPC_GEL_024_001","41931"," branchial arch morphology","branchial arch morphology"
"IMPC_GEL_025_001","41932"," neural fold mophology","neural fold mophology"
"IMPC_GEL_026_001","41933"," neural tube morphology/development","neural tube morphology development"
"IMPC_GEL_027_001","41934"," neural tube closure","neural tube closure"
"IMPC_GEL_028_001","41935"," forebrain","forebrain"
"IMPC_GEL_029_001","41936"," midbrain","midbrain"
"IMPC_GEL_030_001","41937"," hindbrain","hindbrain"
"IMPC_GEL_031_001","41938"," spinal cord","spinal cord"
"IMPC_GEL_032_001","41939"," embryo size","embryo size"
"IMPC_GEL_033_001","41940"," tail bud morphology","tail bud morphology"
"IMPC_GEL_034_001","41941"," integument","integument"
"IMPC_GEL_035_001","41942"," skin appearance","skin appearance"
"IMPC_GEL_036_001","41943"," pallor","pallor"
"IMPC_GEL_037_001","41944"," blebs","blebs"
"IMPC_GEL_038_001","41945"," limb bud morphology","limb bud morphology"
"IMPC_GEL_039_001","41946"," vision/eye","vision eye"
"IMPC_GEL_040_001","41947"," eye development","eye development"
"IMPC_GEL_041_001","41948"," hearing/vestibular/ear","hearing vestibular ear"
"IMPC_GEL_042_001","41949"," otic vesicle morphology","otic vesicle morphology"
"IMPC_GEL_043_001","41950"," comment on image","comment on image"
"IMPC_GEL_044_001","41951"," images","images"
"IMPC_GEL_045_001","41952"," experimenter id","experimenter id"
"IMPC_GEL_046_001","41953"," equipment id","equipment id"
"IMPC_GEL_047_001","41954"," equipment manufacturer","equipment manufacturer"
"IMPC_GEL_048_001","41955"," equipment model","equipment model"
"IMPC_GEL_049_001","41956"," fixative","fixative"
"IMPC_GEL_050_001","41957"," time of dissection","time of dissection"
"IMPC_GEL_051_001","41958"," somite stage","somite stage"
"IMPC_GEL_052_001","41959"," time of dark cycle start","time of dark cycle start"
"IMPC_GEL_053_001","41960"," time of dark cycle end","time of dark cycle end"
"IMPC_GEL_054_001","41961"," date equipment last calibrated","date equipment last calibrated"
"IMPC_BLK_003_001","22656"," experimenter id","experimenter"
"IMPC_BLK_006_001","22657"," fixative","fixative"
"IMPC_BLK_007_001","22658"," tissue storage id(s)","cassette id"
"IMPC_BLK_008_001","22659"," embedding medium","embedding medium"
"IMPC_BLK_009_001","22660"," embedding orientation","embedding orientation"
"IMPC_BLK_010_001","22661"," brain","brain"
"IMPC_BLK_011_001","22662"," eye 1 with optic nerve (optic nerve parallel to cassette surface)","eye 1 with optic nerve optic nerve parallel to cassette surface "
"IMPC_BLK_012_001","22663"," eye 2 with optic nerve (within skull)","eye 2 with optic nerve within skull "
"IMPC_BLK_013_001","22664"," spinal cord","spinal cord"
"IMPC_BLK_014_001","22665"," thymus","thymus"
"IMPC_BLK_015_001","22666"," thyroid","thyroid"
"IMPC_BLK_016_001","22667"," heart","heart"
"IMPC_BLK_017_001","22668"," trachea","trachea"
"IMPC_BLK_018_001","22669"," esophagus","esophagus"
"IMPC_BLK_019_001","22670"," lung","lung"
"IMPC_BLK_020_001","22671"," liver","liver"
"IMPC_BLK_021_001","22672"," gall bladder","gall bladder"
"IMPC_BLK_022_001","22673"," stomach","stomach"
"IMPC_BLK_023_001","22674"," small intestine","small intestine"
"IMPC_BLK_024_001","22675"," large intestine","large intestine"
"IMPC_BLK_025_001","22676"," pancreas","pancreas"
"IMPC_BLK_026_001","22677"," spleen","spleen"
"IMPC_BLK_027_001","22678"," left kidney","left kidney"
"IMPC_BLK_028_001","22679"," right kidney","right kidney"
"IMPC_BLK_029_001","22680"," left adrenal gland","left adrenal gland"
"IMPC_BLK_030_001","22681"," right adrenal gland","right adrenal gland"
"IMPC_BLK_031_001","22682"," mammary gland","mammary gland"
"IMPC_BLK_032_001","22683"," lymph node","lymph node"
"IMPC_BLK_033_001","22684"," skin","skin"
"IMPC_BLK_034_001","22685"," skeletal muscle","skeletal muscle"
"IMPC_BLK_035_001","22686"," urinary bladder","urinary bladder"
"IMPC_BLK_036_001","22687"," testes","testes"
"IMPC_BLK_037_001","22688"," epididymis","epididymis"
"IMPC_BLK_038_001","22689"," prostate","prostate"
"IMPC_BLK_039_001","22690"," seminal vesicles","seminal vesicles"
"IMPC_BLK_040_001","22691"," ovary","ovary"
"IMPC_BLK_041_001","22692"," uterus","uterus"
"IMPC_BLK_042_001","22693"," additional tissues","additional tissues"
"IMPC_BLK_001_001","22694"," date of sacrifice",""
"IMPC_BLK_002_001","22695"," date of necropsy",""
"IMPC_BLK_043_001","22696"," salivary gland",""
"IMPC_BLK_044_001","22697"," sternum",""
"IMPC_BLK_045_001","22698"," femur",""
"IMPC_BLK_046_001","22699"," bone marrow",""
"IMPC_BLK_047_001","22700"," brown fat",""
"IMPC_BLK_048_001","22701"," tibia",""
"IMPC_BLK_049_001","22702"," knee joint",""
"IMPC_BLK_050_001","22703"," trigeminal v nerve",""
"IMPC_BLK_051_001","22704"," nasal cavity",""
"IMPC_BLK_052_001","22705"," ear",""
"IMPC_BLK_053_001","22706"," tooth",""
"IMPC_BLK_054_001","22707"," tongue",""
"IMPC_BLK_055_001","22708"," sciatic nerve",""
"IMPC_BLK_056_001","22709"," bone",""
"IMPC_GEL_001_001","42223"," alive","alive"
"IMPC_GEL_002_001","42224"," scored","scored"
"IMPC_GEL_003_001","42225"," cardiovascular system","cardiovascular system"
"IMPC_GEL_004_001","42226"," cardiovascular development","cardiovascular development"
"IMPC_GEL_005_001","42227"," vascular development","vascular development"
"IMPC_GEL_006_001","42228"," pericardium morphology","pericardium morphology"
"IMPC_GEL_009_001","42229"," embryogenesis phenotype","embryogenesis phenotype"
"IMPC_GEL_010_001","42230"," abnormal gastrulation","abnormal gastrulation"
"IMPC_GEL_011_001","42231"," embryo turning","embryo turning"
"IMPC_GEL_013_001","42232"," extraembryonic tissue morphology","extraembryonic tissue morphology"
"IMPC_GEL_014_001","42233"," allantois morphology","allantois morphology"
"IMPC_GEL_015_001","42234"," vitelline vasculature morphology","vitelline vasculature morphology"
"IMPC_GEL_016_001","42235"," vitelline vein morphology","vitelline vein morphology"
"IMPC_GEL_018_001","42236"," visceral yolk sac morphology","visceral yolk sac morphology"
"IMPC_GEL_019_001","42237"," chorioallantoic fusion","chorioallantoic fusion"
"IMPC_GEL_020_001","42238"," developmental patterning","developmental patterning"
"IMPC_GEL_021_001","42239"," left-right axis patterning","left right axis patterning"
"IMPC_GEL_022_001","42240"," direction of heart looping","direction of heart looping"
"IMPC_GEL_023_001","42241"," somite development","somite development"
"IMPC_GEL_024_001","42242"," branchial arch morphology","branchial arch morphology"
"IMPC_GEL_025_001","42243"," neural fold mophology","neural fold mophology"
"IMPC_GEL_026_001","42244"," neural tube morphology/development","neural tube morphology development"
"IMPC_GEL_027_001","42245"," neural tube closure","neural tube closure"
"IMPC_GEL_028_001","42246"," forebrain","forebrain"
"IMPC_GEL_029_001","42247"," midbrain","midbrain"
"IMPC_GEL_030_001","42248"," hindbrain","hindbrain"
"IMPC_GEL_031_001","42249"," spinal cord","spinal cord"
"IMPC_GEL_032_001","42250"," embryo size","embryo size"
"IMPC_GEL_033_001","42251"," tail bud morphology","tail bud morphology"
"IMPC_GEL_034_001","42252"," integument","integument"
"IMPC_GEL_035_001","42253"," skin appearance","skin appearance"
"IMPC_GEL_038_001","42254"," limb bud morphology","limb bud morphology"
"IMPC_GEL_039_001","42255"," vision/eye","vision eye"
"IMPC_GEL_040_001","42256"," eye development","eye development"
"IMPC_GEL_041_001","42257"," hearing/vestibular/ear","hearing vestibular ear"
"IMPC_GEL_042_001","42258"," otic vesicle morphology","otic vesicle morphology"
"IMPC_GEL_043_001","42259"," comment on image","comment on image"
"IMPC_GEL_044_001","42260"," images","images"
"IMPC_GEL_045_001","42261"," experimenter id","experimenter id"
"IMPC_GEL_046_001","42262"," equipment id","equipment id"
"IMPC_GEL_047_001","42263"," equipment manufacturer","equipment manufacturer"
"IMPC_GEL_048_001","42264"," equipment model","equipment model"
"IMPC_GEL_049_001","42265"," fixative","fixative"
"IMPC_GEL_050_001","42266"," time of dissection","time of dissection"
"IMPC_GEL_051_001","42267"," somite stage","somite stage"
"IMPC_GEL_052_001","42268"," time of dark cycle start","time of dark cycle start"
"IMPC_GEL_053_001","42269"," time of dark cycle end","time of dark cycle end"
"IMPC_GEL_054_001","42270"," date equipment last calibrated","date equipment last calibrated"
"IMPC_GEL_007_002","42271"," failure heart looping","failure heart looping"
"IMPC_GEL_008_002","42272"," absent heartbeat","absent heartbeat"
"IMPC_GEL_012_002","42273"," incomplete embryo turning","incomplete embryo turning"
"IMPC_GEL_017_002","42274"," pale yolk sac","pale yolk sac"
"IMPC_GEL_036_002","42275"," pallor","pallor"
"IMPC_GEL_037_002","42276"," blebs","blebs"
"IMPC_GEL_055_001","42277"," severely dysmorphic",""
"IMPC_ACS_001_001","35564"," response amplitude - bn","response amplitude bn"
"IMPC_ACS_002_001","35565"," response amplitude - pp1","response amplitude pp1"
"IMPC_ACS_003_001","35566"," response amplitude - pp2","response amplitude pp2"
"IMPC_ACS_004_001","35567"," response amplitude - pp3","response amplitude pp3"
"IMPC_ACS_005_001","35568"," response amplitude - pp4","response amplitude pp4"
"IMPC_ACS_006_001","35569"," response amplitude - s","response amplitude s"
"IMPC_ACS_007_001","35570"," response amplitude - pp1_s","response amplitude pp1 s"
"IMPC_ACS_008_001","35571"," response amplitude - pp2_s","response amplitude pp2 s"
"IMPC_ACS_009_001","35572"," response amplitude - pp3_s","response amplitude pp3 s"
"IMPC_ACS_010_001","35573"," response amplitude - pp4_s","response amplitude pp4 s"
"IMPC_ACS_011_001","35574"," light level in chamber","light level in chamber"
"IMPC_ACS_014_001","35575"," experimenter id","experimenter"
"IMPC_ACS_015_001","35576"," startle stimulus","startle pulse"
"IMPC_ACS_016_001","35577"," background noise","background noise"
"IMPC_ACS_017_001","35578"," pre-pulse stimulus 1","pre pulse stimulus 1"
